Name,Style,Brewery,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Weizenbock,12,Mill Street Brew Pub,0.3822009731290231,-0.4667977422997758,-0.18672132776638212,-0.8181159648340105,-0.5060748592556997,0.40072484631361,-1.0999447292514692,-0.0662528416047871,-0.42335789061491425,-0.4770412759298846,0.3242466379079315,-1.050190380790246,0.4064504654271335,-0.5846898499812551,0.7179272254467987,0.6089128326943589,-0.3566117429031589,-0.3968321022581575,0.19317320389472414,-0.6365766647176251
Portsmouth Weizenbock,12,Portsmouth Brewery,0.18586065036230442,-0.4667977422997758,-0.18672132776638212,-0.43383435020417294,-0.15917094203439544,1.5548846063718185,-0.6733751469399992,1.2174461560346332,0.1636511697364591,-0.4770412759298846,0.9126350446248308,-0.5238552901287657,0.8274522920820974,0.06688866307216938,0.5688605526374615,0.7328737627572932,0.47696825738541276,0.4360421659126984,0.23069301838863457,-0.5895835673314622
DumDuminator,12,Les Brasseurs Du Temps,0.5785412958957419,-0.4667977422997758,-0.18672132776638212,-1.2984679831213073,-1.122792934315796,-0.40718698572713596,-1.2938399939385012,-0.7956272720817306,-0.7028860145917587,-0.4770412759298846,-0.7286589320065199,-1.247566039788301,-0.4355531878827942,-1.361571923237261,-0.6733617207736786,-0.8786183280608575,-0.5788997429801115,-0.3968321022581575,-1.4576648666796344,-0.6310480650251353
Braggot,13,Kuhnhenn Brewing Company,2.463408394456242,-0.08915910114071321,0.04744942575202528,-0.43383435020417294,-0.12062606234313941,3.9786201024940557,-0.55703798812778,5.972967442744304,0.13569835733877464,-0.008068041259576799,1.4700556404618932,-0.12910397213265556,1.0379532054095792,2.6230812912048345,0.42563928095788844,0.3172402019120778,0.49331309403107143,0.35246666258403436,-0.09373733051839092,-0.5978764668701969
Baklava Braggot,13,Jackie O's Pub & Brewery,0.5785412958957419,-0.08915910114071321,0.04744942575202528,-0.04955273557433545,-0.2362607014169075,0.16989289430196827,-0.7897123057522183,1.8884706320734213,0.7786130424855169,0.460905193410731,0.6029569358264627,-1.0830863239565884,2.300958685374471,0.5430421918419795,0.78417841751018,0.36099097256848933,1.051211516624207,0.6483427967215298,0.7934789800780565,-0.6034050665626867
Slippery Slope,13,The People's Pint,1.2853664578559296,-0.08915910114071321,0.04744942575202528,1.0072217046577177,-0.5446197389469557,0.8623887503368933,-0.8672704116270311,2.4136202220168204,2.2601120995627926,-0.4770412759298846,1.9655406145392822,-0.4909593469624232,3.732364896001348,-0.1335970332519612,0.2082980844462384,-0.3128482471606173,-0.1571216001140986,0.1307810085510373,-0.5283454127172771,-0.5370618702528096
Old Danish Braggot,13,Dansk Mjød A/S,1.4031706515159603,-0.08915910114071321,0.04744942575202528,-1.0102567721489293,0.9200856893207734,1.1509286903514455,-1.0611656763140629,3.230519584150997,-0.42335789061491425,-0.4770412759298846,-0.5118842558476623,-0.8857106649585333,4.279667270652801,1.0943778567333386,0.7731375459441014,-0.010891817620314496,0.3226025786119743,0.25640196464112747,-0.24454821024422918,-0.595112167023952
Portsmouth Killer B,13,Portsmouth Brewery,1.2853664578559296,-0.08915910114071321,0.04744942575202528,-1.0102567721489293,-0.04353630296062735,0.2276008823048787,-0.55703798812778,2.0051705409497322,-0.11587695424038535,-0.4770412759298846,0.2313432052684211,-0.5896471764614507,-0.014551361227830352,0.16713151123423467,1.2857996968474226,1.494348401603692,1.7074901622913987,1.562872058143857,1.5331395649510786,-0.6255194653326456
Biere De Miele,13,Rabbit's Foot Meadery,-0.9136451571313204,-0.08915910114071321,0.04744942575202528,-0.14562313923179482,-1.0071582952420282,-0.29177100972131514,-0.9448285175018438,0.28384688502414573,-0.3674522658195454,-0.4770412759298846,-0.7905945537661935,-0.6883350059604783,-0.309252639886305,-0.659871986102804,-0.2758505932821134,-0.45360836246568026,0.11972032094173936,-0.18686351940020404,0.16637558754292076,-0.6061693664089315
Mjød,13,Valkyrie Brewing,0.9712219414291794,-0.08915910114071321,0.04744942575202528,0.5268696863704208,-0.2748055811081635,1.1509286903514455,-1.0999447292514692,3.5514443335608523,1.3376692904392058,-0.008068041259576799,1.4700556404618932,-0.8528147217921909,0.06964900410316242,-0.1335970332519612,0.35179761391505565,0.15221349493789396,-0.3566117429031589,-0.035833039166342166,-0.26100407176402773,-0.5923478671777072
Premium Oak Brackett,13,"White Winter Winery, Inc.",1.363902586962617,-0.08915910114071321,0.04744942575202528,-0.8181159648340105,-0.6217094983294678,0.8623887503368933,-1.0223866233766565,1.0715712699392446,-0.2556410162288076,0.9298784280810388,-0.20220614704929418,-0.6554390627941358,-0.014551361227830352,-0.4593862897786734,0.6414818605188959,0.1321392619235017,0.6693318468920059,0.7337663010734538,-0.38404258985241624,-0.6089336662551764
Hummingbird,13,Mountain Sun Pub & Brewery,0.5785412958957419,-0.08915910114071321,0.04744942575202528,-1.202397579463848,-1.4696968515371005,-0.5803109497358673,-1.2550609410010949,-1.087377044272508,-0.8706028889778654,-0.4770412759298846,-1.0693048516847248,-1.1488782102892734,-0.5197535532137869,-1.4868754834398425,1.2148161348112547,0.6089128326943589,1.3105482576739844,0.5830199779428499,1.131150557091711,-0.6338123648713803
Braggot,13,Crabtree Brewing Company,0.5196391990657261,-0.08915910114071321,0.04744942575202528,-1.3945383867787666,-0.6602543780207238,-0.4648949737300464,-0.28558461756593545,-0.0662528416047871,-0.8426500765801809,-0.4770412759298846,-0.9764014190452143,-0.8199187786258483,-0.5618537358792833,-0.4844470018191897,-0.0770950295363308,0.8568346928202274,0.08796425725074639,0.2890643538825478,-0.10697855862501904,-0.617226565793911
White Winter Brackett,13,"White Winter Winery, Inc.",-0.5995006407045705,-0.08915910114071321,0.04744942575202528,-1.2984679831213073,-1.5853314906108684,-0.8688508897504194,-1.3326190468759076,-0.9706771353961969,-0.7587916393871276,-0.4770412759298846,-1.1002726625645616,-1.247566039788301,-0.309252639886305,-1.4868754834398425,0.22103831608234265,-0.010891817620314496,-0.3566117429031589,-0.2335240754593762,-1.495184681173545,-0.6282837651788905
"Honey, I Can Explain",13,South Street Brewery,0.18586065036230442,-0.08915910114071321,0.04744942575202528,-1.5866791940936855,-1.7780558890671487,-0.9842668657562402,-1.2938399939385012,-1.4958267253395963,-0.9265085137732343,-0.4770412759298846,-1.193176095204072,-1.247566039788301,-0.7302544665412689,-1.7876040279260386,-0.7727395026465694,-0.6306964679349879,0.1991082572892222,-0.8867581423586611,-1.6827792513554038,-0.63934096456387
Saku Mõdu,13,Saku Brewery LTD,-0.9921812862380079,-0.08915910114071321,0.04744942575202528,-1.5866791940936855,-1.7780558890671487,-0.8111429017475089,-1.4101771527507203,-1.4958267253395963,-0.8426500765801809,-0.4770412759298846,-1.1002726625645616,-1.3462538692873285,-0.7723546492067652,-1.7876040279260386,-1.2696284120110255,-3.109915069193682,-1.468051743287921,-1.376684182459165,-1.6827792513554038,-0.6421052644101148
Spring Braggot,13,Craftsman Brewing Co.,0.3822009731290231,-0.08915910114071321,0.04744942575202528,-1.3945383867787666,-1.6624212499933806,-0.9842668657562402,-1.371398099813314,-1.3207768620251297,-0.8985557013755499,-0.4770412759298846,-1.1002726625645616,-1.1488782102892734,-0.5197535532137869,-1.7124218918044896,0.4694827707645707,0.6089128326943589,0.7548282574816033,0.8279829979931017,1.131150557091711,-0.6338123648713803
Sanctification,14,Russian River Brewing Company,-0.678036769811258,-1.5997136657769633,-1.8259166023952338,1.1993625119726363,-0.5060748592556997,-0.695726925741688,-1.0223866233766565,-0.6497523859863419,2.791215535118797,2.336798132091962,1.2842487751828724,-0.8199187786258483,-0.3934530052172978,-1.3866326352777774,1.200430207107335,1.0202746998896075,1.2944590522284143,1.2093394679031737,1.3179099529064233,0.5963010667075888
Wild Devil,14,Victory Brewing Company,0.06805645670227324,-1.5997136657769633,-1.8259166023952338,1.3915033192875552,-0.15917094203439544,-0.11864704571258385,1.8084842410540087,-0.44552754545279766,2.791215535118797,-0.4770412759298846,0.8506994228651572,2.0749242200122926,-0.1829520918898159,-1.2112076509941632,0.6058628759400145,0.8832086203004178,0.38356061687307635,0.3245056036234185,0.05347622134032855,0.654351363478731
Defenestration,14,Russian River Brewing Company,-0.01047967240441432,-1.5997136657769633,-1.8259166023952338,1.6797145302599332,-0.5060748592556997,-0.29177100972131514,0.29610117649516016,-0.5914024315481864,0.30341523172488133,0.460905193410731,0.3861822596676051,1.1538378113547023,0.574851196089119,-1.3114504991562284,0.497087931013222,0.8568346928202274,0.7301298377930528,0.5394714320903959,0.5683645954022881,-0.5204760711753404
Indian Brown Ale,15,Dogfish Head Brewery,0.264396779468992,0.2884795400183493,0.28162017927043265,-0.6259751575190917,-0.15917094203439544,0.05447691829614743,1.7697051881166024,-0.1537777732620203,-0.5631219526033365,-0.4770412759298846,-0.7286589320065199,0.9893580955229898,-0.5197535532137869,0.44279934367991425,0.7531924251222134,0.7286194236375332,0.7561219736420504,0.9227484120776623,0.6449732716512985,4.106961871438578
Palo Santo Marron,15,Dogfish Head Brewery,2.1492638780294917,0.2884795400183493,0.28162017927043265,-0.3377639465467136,0.22627785487816485,0.6892647863281621,-0.0916893528789036,0.19632195336691252,-0.6749332021940743,-0.008068041259576799,-0.44994863408798863,-0.8857106649585333,0.3643502827616371,0.3174957834773326,1.032632809970595,0.8835532316859924,1.0131157991710187,1.016018571887836,0.4084388342409286,3.9466324803563757
Hazelnut Brown Nectar,15,Rogue Ales,-0.3638922533845082,0.2884795400183493,0.28162017927043265,-1.0102567721489293,0.7659061705557493,-0.4648949737300464,-0.16924745875371636,0.5464216799958453,-0.7028860145917587,-0.4770412759298846,-0.5428520667274991,-0.4580634037960807,-0.1829520918898159,2.046684914272959,0.8498512308830615,0.5557013638555441,0.6726639440131592,0.875106044234129,0.690047924894928,2.8326196423196914
Moose Drool Brown Ale,15,Big Sky Brewing Company,-0.5602325761512269,0.2884795400183493,0.28162017927043265,-0.722045561176551,0.22627785487816485,-0.7534349137445985,0.489996441182192,-0.03707786438570936,-0.786744451784812,-0.4770412759298846,-0.9764014190452143,-0.16199991529899807,-0.35135282255180145,0.6432850400040449,-0.047836222997314645,0.12063072917645876,-0.12223572138202195,0.006024281995684282,0.13545162452000958,1.4394125198122751
Old Brown Dog,15,Smuttynose Brewing Company,0.06805645670227324,0.2884795400183493,0.28162017927043265,-0.2416935428892542,-0.35189534049067556,-0.4648949737300464,0.5675545470570047,-0.2413027049192535,-0.786744451784812,-0.4770412759298846,-1.038337040804888,0.5617108343605371,-0.6460541012102761,0.3926779195988816,0.23068591114656276,0.0974227638500768,0.36231655270572194,0.4902671800310223,0.5751945658333519,1.6329135090494162
Coffee Bender,15,Surly Brewing Company,-0.4031603179378518,0.2884795400183493,0.28162017927043265,1.103292108315177,1.5753486440721258,-0.4648949737300464,3.9801112055487655,0.22549693058599027,-0.47926351541028317,-0.4770412759298846,-0.8834979864057039,0.7590864933585922,-0.1408519092243195,3.299720516298775,1.114170292441665,0.8422048238542006,0.7229210379505576,0.939329468978823,0.999206513945549,1.0883464393391762
Wilco Tango Foxtrot,15,Lagunitas Brewing Company,0.5196391990657261,0.2884795400183493,0.28162017927043265,-0.8181159648340105,0.9971754487032854,-0.11864704571258385,2.157495717490666,0.3421968394623012,-0.00406570464964758,-0.4770412759298846,-0.2641417688089678,1.77886073151521,-0.6460541012102761,1.2196814169359202,0.5178380118682817,0.6109928971008151,0.47323826474412134,0.43505643472001676,0.41350390789613256,1.0026531441055853
Brown Ale,15,Brooklyn Brewery,-0.3638922533845082,0.2884795400183493,0.28162017927043265,-0.14562313923179482,0.9200856893207734,-0.7534349137445985,0.25732212355775375,0.05044706727152384,-0.7587916393871276,-0.4770412759298846,-1.1312404734443984,-0.26068774479802564,-0.7302544665412689,0.8437707363281753,-0.02941158223807995,0.15710499323817737,-0.1912428081259112,0.006635709693729887,0.15682398420112736,1.751778402437946
Ellie's Brown Ale,15,Avery Brewing Company,-0.4031603179378518,0.2884795400183493,0.28162017927043265,-0.6259751575190917,0.07209833611314073,-0.5226029617329568,0.14098496474553465,-0.299652659357409,-0.8426500765801809,-0.4770412759298846,-1.038337040804888,-0.32647963113071066,-0.3934530052172978,0.5681029038824958,0.17363113901769822,0.38770951143425436,0.3149647629293297,0.4843429943541275,0.5126825523527363,0.9197241487182389
Bender,15,Surly Brewing Company,-0.4031603179378518,0.2884795400183493,0.28162017927043265,-0.6259751575190917,1.1128100877770535,-0.29177100972131514,0.9941241293684748,0.371371816681379,-0.7587916393871276,-0.4770412759298846,-0.9454336081653775,0.19985545953076955,-0.309252639886305,1.9965634901919262,0.7266565698065138,0.9337896382032972,0.976140413238217,0.9445462014538131,1.2110774193708422,1.2431472307288893
Sumatra Mountain Brown,15,Founders Brewing Company,0.9712219414291794,0.2884795400183493,0.28162017927043265,-0.8181159648340105,2.1920667191322223,0.5738488103223413,2.7004024586143553,1.363321042130022,-0.6749332021940743,0.9298784280810388,-0.8215623646460303,-0.26068774479802564,-0.22505227455531226,3.5753883487444544,0.7179272254467987,0.36099097256848933,0.7548282574816033,1.3669016421036564,0.7934789800780565,-0.6310480650251353
Koko Brown,15,Kona Brewing Co.,-0.4031603179378518,0.2884795400183493,0.28162017927043265,-0.8181159648340105,-0.12062606234313941,-0.5803109497358673,-0.440700829315561,-0.44552754545279766,-0.8146972641824964,-0.4770412759298846,0.6958603684659732,-0.5896471764614507,-0.6460541012102761,0.11701008715320203,-0.06747724780667232,-0.33079035217792635,-0.41039210164177686,-0.0017302673670260324,-0.4482812306634935,-0.47348297378917753
Pecan Ale,15,Abita Brewing Co.,-0.5209645115978829,0.2884795400183493,0.28162017927043265,-0.5299047538616323,-0.35189534049067556,-0.6380189377387777,-0.6733751469399992,-0.41635256823371997,-0.7587916393871276,-0.4770412759298846,-0.9764014190452143,-0.5567512332951082,-0.6039539185447798,1.7710170818272792,-0.5073213228204516,-0.6075975882270612,-0.9537528890298793,-0.7285218299270008,-0.7110122290185834,0.2452349862344897
Maple Nut Brown Ale,15,Tommyknocker Brewery,-0.7958409634712893,0.2884795400183493,0.28162017927043265,-0.9141863684914698,0.2648227345694209,-0.695726925741688,-0.9448285175018438,1.1882711788155556,-0.8985557013755499,-0.4770412759298846,-1.1622082843242352,-0.9843984944575609,-0.6460541012102761,1.3700456891790183,-0.44189894145788955,-0.6777693915170869,-0.8236988488248566,-0.6275323954290036,-0.7395792444339387,0.4470288750103655
Rocky's Revenge Bourbon Brown,15,Tyranena Brewing Company,-0.20681999517113306,0.2884795400183493,0.28162017927043265,-0.722045561176551,0.4960920127169571,1.6703005823776393,-0.7121541998774056,0.05044706727152384,-0.9265085137732343,-0.4770412759298846,-1.038337040804888,-0.8199187786258483,0.027548821437666033,1.3199242650979854,0.15872844684803944,0.07081826903996909,0.043648921555404264,0.26165397179100447,0.21368337548253316,0.2148276879257961
Brekle's Brown,15,Anchor Brewing Company,-0.20681999517113306,0.2884795400183493,0.28162017927043265,0.4307992827129614,0.11064321580439676,-0.5803109497358673,0.9553450764310685,0.05044706727152384,-0.11587695424038535,-0.4770412759298846,0.10747196174907386,0.7590864933585922,-0.7723546492067652,0.16713151123423467,-0.09917876022412488,0.5262730390586033,0.07561393596647016,-0.14642502405030855,-0.1820159364689938,-0.39608257809432107
Bellaire Brown Ale,15,Short's Brewing Company,0.18586065036230442,0.2884795400183493,0.28162017927043265,-0.5299047538616323,0.6502715314819811,-0.40718698572713596,-0.47947988225296734,0.40054679390045667,-0.786744451784812,-0.4770412759298846,-0.8525301755258671,-0.6225431196277933,-0.6039539185447798,1.0693171446928222,0.1869378240104786,0.08633321904664679,0.26448760387185594,0.24679549484683685,0.35318225737841435,-0.08095239562240543
George,15,Hill Farmstead Brewery,-0.20681999517113306,0.2884795400183493,0.28162017927043265,-0.2416935428892542,0.8429959299382613,-0.695726925741688,1.1492403411181003,-0.007902887166631628,-0.47926351541028317,-0.4770412759298846,-0.6047876884871727,0.8577743228576198,-0.4776533705482906,1.445227825300567,0.7179272254467987,0.8155135563930488,0.7548282574816033,0.5013649846913792,0.3807700252204292,-0.6116979661014212
Brown Ale,15,The Duck-Rabbit Craft Brewery,-0.3638922533845082,0.2884795400183493,0.28162017927043265,-0.14562313923179482,0.9586305690120294,-0.3494789977242255,2.1962747704280723,-0.3288276365764867,-0.591074765001021,-0.008068041259576799,-0.7905945537661935,1.8446526178478952,-0.35135282255180145,0.5931636159230121,0.20916664625980705,0.5792985665023241,-0.049354154796791776,0.04125780309555291,0.034391023807516366,0.16507029069338836
Dos Perros,15,Yazoo Brewing Company,-0.6387687052579142,0.2884795400183493,0.28162017927043265,-0.43383435020417294,0.22627785487816485,-0.9265588777533298,-0.28558461756593545,-0.0662528416047871,-0.8146972641824964,0.460905193410731,-1.038337040804888,-0.5238552901287657,-0.4355531878827942,1.2948635530574693,-0.12296185098194548,-0.48766538839117174,-0.3566117429031589,-0.14810057110745237,0.1441095237546402,-0.28551058424452613
Imperial Nut Brown Ale,15,Tommyknocker Brewery,0.9712219414291794,0.2884795400183493,0.28162017927043265,-0.43383435020417294,0.5346368924082131,1.3240526543601767,0.9165660234936621,2.121870449826043,-0.47926351541028317,-0.4770412759298846,-0.41898082320815183,0.10116763003174202,-0.6039539185447798,2.2972920346781223,0.05228291712834834,-0.15512283896714027,0.12920534990502297,0.04995497015941694,-0.3059008846437626,0.2341777868495102
Peter Brown Tribute Ale,15,Bear Republic Brewing Co.,-0.08901580151110189,0.2884795400183493,0.28162017927043265,-0.5299047538616323,0.6117266517907252,-0.17635503371549427,1.1880193940555066,1.1299212243774002,-0.6749332021940743,-0.4770412759298846,-0.7286589320065199,0.26564734586345456,-0.1408519092243195,1.5454706734626324,0.5593103477994772,0.6937070672946078,0.3312495818149671,0.47131096168745396,0.5830307975639151,0.20377048854081659
Good Humans Ale (Dry Hopped Double Brown Ale),15,Short's Brewing Company,1.0301240382591952,0.2884795400183493,0.28162017927043265,-0.04955273557433545,0.4960920127169571,0.16989289430196827,1.110461288180694,0.19632195336691252,-0.2556410162288076,-0.4770412759298846,-0.38801301232831503,1.6143810156834977,-0.4355531878827942,1.044256432652306,0.5032712166013535,0.28165597732821107,0.23912009730307318,0.19891796250405464,0.05510379834153392,-0.29933208347575047
Sweet Josie Brown Ale,15,Lonerider Brewing,-0.16755193061778945,0.2884795400183493,0.28162017927043265,-0.8181159648340105,0.419002253334445,-0.5803109497358673,-0.28558461756593545,0.5172467027767677,-0.7587916393871276,-0.4770412759298846,-0.9144657972855407,-0.5896471764614507,-0.6460541012102761,0.6934064640850774,0.12639290418223836,0.3432819140996982,-0.1978336473281921,0.23307364631570204,0.24677293888602503,-0.528768970714075
Bravo 2017,15,Firestone Walker Brewing Co.,2.6204806526696163,0.2884795400183493,0.28162017927043265,-0.9141863684914698,-0.31335046079941953,1.6125925943747288,-0.6345960940025929,0.371371816681379,-0.47926351541028317,0.460905193410731,-0.5118842558476623,-0.8528147217921909,0.06964900410316242,0.4929207677609469,1.711705044175711,0.7638639952730273,1.0326882575777938,1.4403905481187314,0.9904540666693554,-0.6227551654864008
Flashback Ale,15,Boulder Beer / Wilderness Pub,0.10732452125561685,0.2884795400183493,0.28162017927043265,0.04651766808312392,1.0742652080857975,-0.11864704571258385,2.390170035115104,-0.299652659357409,-0.05997132944501647,0.460905193410731,-0.2641417688089678,2.667051197006458,-0.05665154389332674,1.0693171446928222,0.3112077526868921,0.5945531985558685,0.420109209845729,0.36737609183637254,0.3684562683786649,0.07108409592106264
Madtown Nutbrown,15,Ale Asylum,-0.4031603179378518,0.2884795400183493,0.28162017927043265,-0.722045561176551,1.5368037643808699,-0.8111429017475089,-0.47947988225296734,0.07962204449060158,-0.6749332021940743,-0.4770412759298846,-0.9454336081653775,-0.32647963113071066,-0.7302544665412689,1.1444992808143712,-0.04293292323970575,0.027845973024352592,0.12964325726517456,0.2155754478674721,0.07592687892404303,-0.4679543740966878
Over Ale,15,Half Acre Beer Company,-0.20681999517113306,0.2884795400183493,0.28162017927043265,0.04651766808312392,0.7659061705557493,-0.6380189377387777,0.8777869705562558,-0.0662528416047871,-0.6469803897963898,-0.4770412759298846,-0.8215623646460303,1.2854215840200724,-0.6039539185447798,0.9440135844902406,0.07836759731434553,0.46163237246798483,0.3476677735006506,0.31137754545288493,0.512644282907342,-0.36567527978562747
Leffe Brune / Brown,16,Abbaye de Leffe S.A.,-0.01047967240441432,-0.4667977422997758,-0.6550628348031968,-0.5299047538616323,0.419002253334445,0.2276008823048787,-0.40192177637815457,1.1590962015964779,-0.42335789061491425,-0.4770412759298846,0.07650415086923705,-0.5567512332951082,0.5327510134236226,1.2447421289764367,0.14437630758995665,0.5380790780377971,0.25944388915010974,0.34785547869460787,0.18245325689646416,0.32263538192934615
Noire De Chambly / Chambly Noire,16,Unibroue,-0.1282838660644455,-0.4667977422997758,-0.6550628348031968,-0.14562313923179482,-0.04353630296062735,0.4584328343165204,-0.7121541998774056,0.8965214066247782,0.7786130424855169,-0.4770412759298846,1.1603775316635252,-0.6225431196277933,2.006257406715996,-0.43432557773815705,0.03577030489234877,0.2917587931283409,-0.1710835093989319,-0.0727617043649579,-0.016370018793022172,1.1270466371866046
Belgian Freeze Belgian Style Winter Ale,16,River Horse Brewing Co.,0.5785412958957419,-0.4667977422997758,-0.6550628348031968,-0.9141863684914698,-0.6602543780207238,0.804680762333983,-0.7121541998774056,0.692296566091234,0.07979273254340576,-0.008068041259576799,0.4171500705474419,-0.6883350059604783,-0.09875172655882312,-0.9355398185484836,-0.06935151277279487,-0.17187987749304823,-0.5298229983231219,-0.3522939058047006,-0.5206622587682938,-0.21916738793464913
Cold Front,16,Ithaca Beer Company,0.264396779468992,-0.4667977422997758,-0.6550628348031968,-0.04955273557433545,-0.08208118265188338,0.4584328343165204,-0.47947988225296734,0.692296566091234,0.2754624193271969,-0.4770412759298846,0.5100535031869523,-0.4251674606297382,0.5327510134236226,-0.20877916937351015,0.26912523717499737,0.39898003919557623,-0.03393625911145424,-0.057044876998533466,-0.166888249818782,-0.30209638332199534
Grottenbier,16,Brouwerij St. Bernardus NV,-0.01047967240441432,-0.4667977422997758,-0.6550628348031968,1.8718553375748521,0.45754713302570105,0.34301685831069956,-0.6345960940025929,0.4880717255576899,0.918377104473939,-0.4770412759298846,0.3552144487877683,-0.5238552901287657,1.9220570413850036,-0.30902201753557546,0.3754117624436917,0.7112103506194944,0.18831839776548712,0.20725062459408428,0.14764156845020288,-0.07542379592991569
Rejection,16,Russian River Brewing Company,-0.16755193061778945,-0.4667977422997758,-0.6550628348031968,-0.9141863684914698,1.4982588846896139,-0.5226029617329568,0.0634268588707219,0.9548713610629337,0.05183992014572131,-0.4770412759298846,0.04553633998940025,-0.1948958584653406,0.2801499174306443,0.5430421918419795,0.39342895429724706,0.7354025657305782,0.3919097541559669,0.3630529844585254,0.5913352672146034,-0.5094188717903609
La Rullés Cuvée Meilleurs Voeux (Bière De Gaume),16,Brasserie Artisanale De Rullés SPRL,0.30366484402233557,-0.4667977422997758,-0.6550628348031968,0.6229400900278802,0.5346368924082131,0.5738488103223413,-0.2080265116911227,1.8301206776352659,0.5829433557017257,-0.4770412759298846,1.0674740990240148,-0.26068774479802564,1.416854849399047,-0.30902201753557546,0.42190863902638026,0.5297885710351874,0.4710553965833656,0.49962868680526323,0.7599504436244475,-0.5149474714828507
Werewolf,16,Rinkuškiai Alaus Darykloje,0.657077425002429,-0.4667977422997758,-0.6550628348031968,-0.9141863684914698,-0.4289850998731876,1.6125925943747288,-0.7121541998774056,0.8381714521866227,-0.032018517047332024,-0.4770412759298846,0.04553633998940025,-0.8199187786258483,-0.6039539185447798,0.01676723899113674,-1.3651841243930856,-1.1789855784777528,-1.7886599486789103,-1.56511757629846,-2.1156922222376826,-0.5011259722516263
Tempelier,16,Brouwerij Corsendonk,-0.20681999517113306,-0.4667977422997758,-0.6550628348031968,2.448277759519608,0.1491880954956528,-0.23406302171840468,-0.32436367050334186,0.8965214066247782,0.6668017928947791,0.460905193410731,0.6648925575861363,0.0024798005327144796,0.027548821437666033,-0.18371845733299386,0.3866672900186157,0.0579759166854497,0.26085541795059825,0.03865727567469885,0.5683645954022881,-0.6199908656401558
Bink Bruin,16,Brouwerij Kerkom,-0.4031603179378518,-0.4667977422997758,-0.6550628348031968,-0.43383435020417294,0.7273612908644932,-0.06093905770967342,-0.13046840581630997,1.6842457915398772,0.023887107748036866,-0.4770412759298846,0.5719891249466259,-0.16199991529899807,-0.26715245722080866,0.11701008715320203,-0.10233301102077001,-0.23717009935719593,-0.3566117429031589,-0.28795877792286284,-0.2177483427485787,-0.47071867394293265
Biscotti,16,Lift Bridge Brewery,0.18586065036230442,-0.4667977422997758,-0.6550628348031968,-0.2416935428892542,-0.5831646186382118,0.40072484631361,-0.9448285175018438,-0.1537777732620203,-0.08792414184270092,-0.4770412759298846,0.3861822596676051,-0.8528147217921909,2.595659964032946,0.01676723899113674,-0.055011298848536734,-0.21749254131900547,-0.3566117429031589,-1.0500661691574424,-1.1825255634412162,-0.6199908656401558
Fullsuit Belgian-Style Brown Ale,16,Karl Strauss Brewing Company,-0.08901580151110189,-0.4667977422997758,-0.6550628348031968,0.23865847539804266,0.1491880954956528,0.2276008823048787,-0.6345960940025929,0.10879702170967932,-0.08792414184270092,-0.4770412759298846,-0.016399281770273364,-0.6554390627941358,0.3643502827616371,0.6934064640850774,-0.1611845334458969,-0.010891817620314496,-0.057378751599569025,-0.2460857791275536,-0.08100486092112918,-0.572997768253993
D’Tango Unchained,16,Weyerbacher Brewing Co.,1.2068303287492417,-0.4667977422997758,-0.6550628348031968,1.4875737229450146,0.22627785487816485,0.2276008823048787,-1.3326190468759076,0.6631215888721563,3.182554908686379,-0.4770412759298846,2.430057777736834,-0.8199187786258483,0.6169513787546154,-0.7099934101838367,-0.004819556335814797,-0.4053131841131616,-0.45765275333813765,-0.6640652003872177,-0.9665057999063474,-0.6144622659476661
Winter Koninck,16,Brouwerij De Koninck NV,-0.01047967240441432,-0.4667977422997758,-0.6550628348031968,-1.1063271758063886,-0.04353630296062735,0.40072484631361,-0.8284913586896246,1.2174461560346332,-0.05997132944501647,-0.4770412759298846,0.04553633998940025,-0.8528147217921909,1.0379532054095792,-0.6097505620217714,-0.5096805513621138,-0.26610505965248554,-0.4383359261314503,-0.6129757129255375,-0.6068653100921859,-0.4568971747117083
Tongerlo 6 Dubbel Bruin,16,Brouwerij Haacht NV,-0.01047967240441432,-0.4667977422997758,-0.6550628348031968,-0.722045561176551,-0.4289850998731876,-0.695726925741688,-0.7121541998774056,0.692296566091234,-0.22768820383112315,-0.4770412759298846,0.2313432052684211,-1.0172944376239035,-0.5618537358792833,-0.5846898499812551,-0.7511347728674026,0.17774448809365523,-0.7431994724769896,-0.6950481231631738,-0.9487105077977288,-0.5812906677927276
Bière De Noël,16,Brasserie Thiriez,-0.28535612427782064,-0.4667977422997758,-0.6550628348031968,0.23865847539804266,0.34191249395193296,-0.29177100972131514,-0.7509332528148119,0.02127209005244611,0.8065658548832013,-0.008068041259576799,0.4790856923071155,-0.4580634037960807,1.879956858719507,0.14207079919371834,0.13620347880873074,0.09492866993720984,-0.3023956996843904,-0.25343858913738193,-0.39248888156545103,-0.5315332705603198
Abbey Ale,16,Cathedral Square Brewery,-0.01047967240441432,-0.4667977422997758,-0.6550628348031968,-0.5299047538616323,-0.004991423269371321,0.05447691829614743,-0.440700829315561,0.05044706727152384,-0.22768820383112315,-0.008068041259576799,0.13843977262891066,-0.32647963113071066,0.1538493694341552,0.4177386316393979,-0.2758505932821134,-0.14862728623184288,-0.5418510020072859,-0.6690134533922326,-0.9323987194841219,-0.595112167023952
